income,debt,credit_score,employment_years,credit_limit,credit_used,default
29465,34713,652,3.3,4292,4292,1
69139,4572,554,3.6,33314,3336,0
16789,10344,587,3.1,24201,13748,0
39507,14995,424,4.9,2600,2600,1
58728,3081,811,2.2,5646,1721,0
54737,6858,809,4.4,13827,5096,0
246673,7755,548,0.5,3929,2433,0
60469,7067,627,1.2,9026,328,0
26838,15576,660,7.2,13342,2223,0
46292,11749,554,9.4,8697,3057,0
16886,8568,474,3.1,14432,1737,1
46707,18814,629,0.1,6092,6092,0
29738,53022,618,10.5,2057,2057,1
84900,49583,611,4.8,19682,7560,0
35252,2869,672,2.1,19596,1620,0
45704,21198,793,3.6,57099,11140,0
33479,11586,620,2.2,2111,1558,0
139150,15125,667,2.5,16740,597,0
40427,9714,723,8.7,2495,2495,0
147198,14677,705,0.7,33845,2275,0
79897,15080,589,0.4,13926,13926,0
65463,8407,660,0.0,5083,5083,0
61159,6522,705,1.5,17088,10009,0
62086,9330,537,0.6,6720,6720,1
15420,16113,776,1.0,12213,5439,0
41468,21573,793,0.0,11432,5495,0
81397,26441,578,1.0,33554,15572,0
47604,8997,669,1.6,35258,5433,0
21097,16765,714,0.1,6515,2552,0
47503,28854,595,3.7,20758,8326,0
136280,33944,698,3.4,12688,733,0
103584,12746,666,0.4,3682,3682,0
47231,11195,503,3.6,6079,6079,1
86757,15567,696,26.4,50782,14449,0
39344,5325,540,11.6,12714,12714,1
17636,11443,744,0.0,19927,4556,0
28151,24238,583,6.3,8532,4465,1
125208,22327,634,1.7,6782,1625,0
41590,10762,787,0.3,10088,10088,0
42360,15902,700,1.4,8215,3176,0
40950,6907,542,1.6,3480,3480,1
153658,23454,549,3.0,4903,4903,1
130037,12553,590,4.3,16245,1471,0
185585,10713,689,5.5,7582,1022,0
44559,10003,686,1.1,10077,4940,0
58535,12704,566,1.6,11666,3267,0
19732,9337,533,1.5,12322,4535,1
118915,22618,678,1.8,22084,12821,0
24327,9738,632,31.9,4587,4587,0
55830,47780,850,6.0,14753,9727,0
25378,43138,654,14.8,16790,7338,1
34430,6547,831,4.7,19734,3697,0
29663,14126,533,2.1,3681,1995,1
34039,7938,493,2.0,11830,6237,1
35473,10287,538,2.7,32901,5300,0
35279,66300,769,2.2,9234,9234,1
80822,10446,826,7.0,13883,4291,0
25263,17822,572,2.5,17090,3761,0
55956,20600,604,1.4,4828,3998,0
101801,6000,533,6.0,35728,2150,0
36029,6741,469,7.7,14040,14040,1
31865,5091,722,2.2,14238,13707,0
42689,6576,672,4.4,3092,1650,0
99492,1366,651,0.2,17261,10133,0
55076,20654,510,3.0,14108,934,0
35642,69103,814,0.2,30851,11929,0
65534,15037,600,0.1,7959,2626,0
25302,4303,703,3.8,4957,4957,0
73778,7989,505,1.4,6139,866,0
62640,9255,631,5.4,6950,1671,0
40754,5919,679,9.1,4522,4522,0
29639,26586,683,0.6,24419,2615,0
28796,25545,665,5.2,25069,2308,0
67568,5301,699,2.9,8630,8630,0
102476,23863,537,0.5,7518,7518,1
33444,45318,670,4.2,2777,2777,1
64539,61209,661,3.8,16110,1840,0
14014,132213,673,2.9,31489,24033,1
34518,6493,657,10.4,6336,1206,0
48116,127948,523,2.9,9120,3737,1
28401,10063,518,18.6,13413,5163,1
27948,8317,429,2.8,33094,27768,1
32838,17355,732,0.5,11383,11175,0
58414,8386,733,2.5,11348,3238,0
43809,18384,734,0.8,11221,2100,0
12798,4647,681,3.6,3650,3650,0
13733,11037,437,4.7,3595,3041,1
34060,37364,547,2.5,5622,5622,1
64512,12764,667,0.4,20111,1433,0
9429,14962,664,2.5,7826,7826,1
36321,19540,628,0.3,6831,6831,0
35748,34082,687,4.6,6748,1608,0
112758,3554,651,6.2,8988,8988,0
38909,21325,662,13.1,32581,8097,0
61685,10780,586,0.6,8903,8903,0
53357,15265,748,3.0,5708,3495,0
13652,31193,607,3.4,10074,5774,1
77724,5139,517,10.2,33812,5203,0
55784,5942,573,3.9,6961,4301,0
66500,2840,615,0.6,4330,4330,0
516971,8610,749,2.3,6970,6970,0
14038,38729,646,4.3,10831,10831,1
137974,12131,631,4.8,16023,1697,0
41255,4573,525,8.0,20027,11931,0
58244,9058,729,0.8,4760,4760,0
47700,4063,585,12.1,5087,4290,0
38004,5431,640,0.2,7893,7767,0
34825,18234,798,16.5,15981,7666,0
59737,5223,701,7.8,4097,2287,0
19726,32536,487,4.3,6470,3485,1
76907,12621,473,5.3,6536,6536,1
38188,14307,644,0.3,19134,3146,0
24883,10693,529,0.2,14325,11825,1
37421,24792,715,0.4,18631,15906,0
104223,24997,654,0.4,25262,13757,0
35554,17467,667,3.2,7991,7991,0
60783,20991,579,1.0,4311,4311,1
31616,11275,824,7.9,4330,4330,0
77246,20615,850,2.4,2733,2733,0
73962,10195,622,4.8,7179,4655,0
148623,13384,685,4.2,7563,7563,0
44120,10724,660,1.5,17176,1054,0
73218,9267,624,1.1,10015,5910,0
51992,7698,567,1.7,7022,1423,0
106673,19422,542,6.4,9125,2067,0
31847,38120,536,3.5,4782,4782,1
76650,34094,691,1.2,20288,4108,0
43616,4889,598,6.8,5709,5709,0
47169,37472,392,0.2,4456,4029,1
51795,10358,694,4.8,17545,13303,0
57031,21603,646,2.3,14793,3963,0
45719,6471,785,5.3,2961,846,0
55761,14967,687,10.5,18007,6020,0
126358,17171,502,5.5,5889,698,0
88545,4074,427,2.3,7617,1329,1
82578,21734,578,0.7,11281,2220,0
37297,39212,587,6.6,14923,1984,1
28752,11618,744,2.5,13519,3009,0
86958,39661,649,0.3,9558,1924,0
82920,11479,763,5.1,7352,1387,0
118611,26362,518,1.4,13208,13208,1
34119,2265,747,0.2,9110,2670,0
42714,92505,722,9.3,35023,660,1
18330,44195,448,2.6,14920,3552,1
38736,10639,782,1.3,5185,1786,0
89138,2758,659,5.0,7085,2216,0
37053,16822,689,8.7,10237,9314,0
71990,4208,564,0.0,24578,3283,0
43726,19070,778,4.7,26576,1742,0
59542,18569,531,5.8,7500,7344,1
24622,6291,733,0.9,5148,5148,0
51592,32754,732,2.7,4708,4708,0
8146,25450,553,0.4,11810,540,1
43821,29163,848,5.5,49645,1802,0
18430,13455,673,7.5,14434,5129,0
101073,4305,715,0.5,3243,3243,0
78155,29211,497,6.8,5954,3661,1
64861,10761,850,5.9,6395,2029,0
122101,4395,528,1.7,5567,1387,0
27741,39404,752,4.7,7544,7544,0
139863,71648,551,0.0,12818,5036,0
85761,12926,588,10.7,15953,8760,0
42534,75154,729,3.2,21253,4942,0
96894,14372,753,3.9,14285,5124,0
25241,9854,523,4.4,2520,2520,1
29890,8068,759,3.3,4722,1793,0
34025,49497,754,7.8,8860,1258,0
35690,7157,556,3.8,10972,6958,0
26006,24058,810,9.5,18088,5820,0
102114,8541,504,3.5,10201,10201,1
41969,9244,588,0.8,10255,9526,0
60567,30461,698,9.8,11690,2374,0
34814,9857,565,4.6,8279,8279,1
16443,9664,676,4.8,10518,9784,0
57644,33065,674,16.9,21766,9152,0
15563,47950,631,0.3,9333,9333,1
47043,22376,733,2.2,9690,9690,0
21569,7912,627,1.1,9667,9145,0
161517,8880,673,4.0,24549,8174,0
84695,14242,765,6.6,4557,4557,0
52232,17270,729,13.6,34307,2906,0
104634,6061,729,2.4,4344,2943,0
29502,23824,535,6.2,6261,6261,1
67920,14306,702,10.0,16669,2274,0
55265,3386,562,4.6,20358,8379,0
57435,6354,522,1.1,3705,3705,1
105178,8926,643,3.7,4606,2274,0
76077,12603,560,14.0,12022,5031,0
58293,60562,729,17.5,51077,15908,0
18162,16164,731,4.1,23680,5293,0
27556,6818,460,8.7,8319,5313,1
45541,15939,567,0.9,1820,1820,1
51846,10080,504,1.1,10479,7430,1
24881,17323,604,12.2,12754,3649,0
208357,21257,696,0.6,7571,6736,0
121764,35150,626,0.8,5456,1912,0
70352,13103,591,2.2,11064,2394,0
51186,49571,780,3.6,5117,2686,0
43160,27623,420,3.7,36707,7501,1
27691,7586,774,1.4,28616,5677,0
51353,78267,596,10.1,15686,4355,1
57220,17354,642,9.9,10539,9152,0
23271,6849,597,2.0,6235,6235,0
59904,50128,804,2.3,9754,3786,0
44660,70419,527,4.8,31179,1936,1
15605,13011,651,4.4,18180,2350,0
29254,8929,703,1.9,11414,1313,0
38248,11639,489,2.1,18897,5578,1
152149,23666,558,1.7,14500,2262,0
68455,37134,635,1.1,13061,3147,0
21998,21087,561,2.5,19661,4382,1
65619,14492,568,4.6,14213,12577,0
19373,44285,615,5.4,18052,11338,1
93865,10402,715,6.0,11081,4679,0
36950,30477,616,1.9,8284,8284,1
46343,10610,758,5.8,6743,803,0
108606,18860,550,0.0,6204,6204,1
22645,12199,525,2.6,3218,3218,1
21199,12776,843,6.3,5227,5227,0
34539,9878,584,4.0,5123,2203,0
91402,39178,519,2.6,6939,3313,1
19700,7433,476,4.1,29542,8505,1
8962,7389,758,9.5,8864,8681,0
37395,72896,616,3.3,11722,8969,1
68258,29210,625,6.4,11984,2551,0
100726,1982,634,15.8,30071,2128,0
37127,8500,751,4.9,6615,5859,0
38298,3135,632,3.4,8470,8470,0
97963,6244,850,0.2,9188,4929,0
15965,1085,663,1.9,21929,18645,0
38828,11973,756,3.3,25359,5064,0
54954,5359,731,6.4,13797,4912,0
64185,14016,646,2.3,23460,8987,0
36102,3641,591,12.9,11208,11208,0
50044,14276,683,1.3,8771,1459,0
11015,9586,701,5.5,22586,1797,0
33026,44425,593,2.2,13923,3707,1
64351,41319,667,2.7,5914,5914,0
27191,25041,774,6.5,19894,3884,0
50787,10288,850,1.4,8553,4405,0
64095,65402,735,0.4,7851,7851,0
39914,3857,836,2.9,18492,11840,0
54300,4347,587,3.0,9300,5726,0
27512,12494,720,6.4,12994,12994,0
43305,81083,784,13.8,15731,1678,0
70695,11363,560,0.2,5721,2466,0
53862,11538,601,3.6,12957,12957,0
34478,4215,824,4.6,25454,4963,0
56080,28474,552,17.0,5067,1578,0
75265,28639,516,11.4,13561,1495,0
14329,25116,803,5.0,5538,2369,0
98267,8076,770,3.0,20231,4924,0
40065,7590,693,0.7,20097,7485,0
63278,4748,645,1.9,7723,3655,0
100544,14287,606,3.5,46478,6950,0
21526,5629,678,5.2,21475,3316,0
32027,5209,808,4.0,16234,14787,0
41228,9519,674,5.0,15606,15606,0
30630,9033,850,2.2,19707,3452,0
138824,8687,560,5.2,4930,4930,0
29317,19402,648,0.6,11342,7034,0
35125,14232,613,0.7,12942,5568,0
55417,10609,541,0.7,7479,7479,1
23830,15466,635,8.9,13703,7562,0
38661,6044,692,0.3,23440,3217,0
59306,14534,702,6.5,7367,7367,0
40146,15070,850,1.1,9527,5893,0
46350,4014,696,2.5,5572,3476,0
35682,29630,765,9.9,2833,2833,0
19758,6600,657,3.5,17073,4427,0
59454,14361,818,0.9,9720,6182,0
140500,33912,850,1.3,10232,5755,0
49565,28016,703,10.1,4960,4373,0
56115,13732,551,2.2,8692,7360,1
74283,9997,595,3.5,21325,2297,0
22889,28510,678,2.5,9903,8408,1
136149,22920,696,1.9,10101,1010,0
55348,8146,720,1.0,11445,1528,0
130498,7073,696,4.6,4165,4165,0
31577,2546,651,5.1,15328,1587,0
145923,15112,586,1.3,4111,842,0
78049,12504,690,6.2,5127,1623,0
68311,33155,835,7.7,4748,4748,0
56411,17805,752,10.1,8755,980,0
42230,38847,703,0.7,7733,2079,0
100742,7647,753,1.4,9889,1323,0
53328,33207,613,7.9,5252,3840,0
15059,8751,599,0.9,20007,3320,0
25077,24886,575,0.0,17744,3189,1
43848,4159,637,8.2,8763,8763,0
59042,16125,608,1.6,7081,1670,0
47384,2731,771,2.1,6598,4483,0
101863,10789,602,2.4,7966,6666,0
15204,19002,570,7.5,3714,2034,1
53431,8806,844,1.6,5056,5056,0
16469,5766,605,8.9,18071,3430,0
77329,26289,665,3.8,12225,6883,0
46320,12298,695,3.0,31070,4460,0
63055,9030,536,1.6,8027,776,0
29193,13815,774,1.1,7684,7684,0
105628,110121,714,3.9,7439,7439,0
91586,33618,806,2.4,7916,4192,0
69573,33862,582,9.7,6236,2190,0
45356,18929,660,2.7,11964,11964,0
69419,15263,654,2.9,10101,10101,0
32076,1965,676,2.2,6926,4222,0
81906,7761,505,6.2,23761,4037,0
131885,9096,661,2.2,37332,4574,0
93187,2981,507,1.3,22395,1089,0
31642,5293,686,7.9,14628,3782,0
60892,2739,437,3.6,16869,16869,1
22564,12956,465,3.6,36297,4222,1
69109,25720,732,3.8,16852,1927,0
64239,32384,595,5.1,6571,6571,1
15964,18617,551,1.5,13025,2696,1
24414,6181,777,0.1,15342,4629,0
41362,2848,683,6.7,4933,1569,0
40924,3276,737,0.6,8108,1933,0
23726,4841,633,5.1,21381,9546,0
61907,6561,850,0.3,2762,2762,0
57004,11757,590,1.9,4124,2444,0
43627,5935,824,0.3,8747,5473,0
31149,17521,644,3.0,12677,2846,0
91971,11094,485,4.2,3826,2427,1
132355,13473,698,0.8,9057,9057,0
36675,33263,681,1.9,22195,9943,0
33952,5197,545,10.7,10384,4822,0
65823,18675,558,2.3,19098,5597,0
39545,13211,648,6.5,6539,4878,0
45088,10231,685,10.5,5614,5614,0
76404,27125,403,14.7,17930,2393,1
15590,26990,755,9.1,12816,10681,0
108118,6265,601,1.5,4316,4316,0
51206,11548,517,13.1,5650,3879,1
38296,16730,744,6.7,29590,3168,0
46465,10739,648,7.3,5181,5181,0
47928,21333,772,0.1,19035,4292,0
17349,16730,694,12.3,7082,2620,0
120206,57875,650,6.0,9875,3477,0
50251,3928,635,5.8,12164,9821,0
63946,12113,698,0.3,2274,1153,0
86763,6459,609,1.1,3555,3555,0
26564,21661,565,13.1,10514,10514,1
65126,3664,711,2.8,5961,4224,0
41748,17625,636,2.0,19883,6283,0
81476,8070,653,7.3,3215,3215,0
13680,7425,759,0.4,14701,10972,0
46191,4200,639,2.2,3777,3307,0
34143,9209,652,1.9,7735,4371,0
63536,31812,590,1.7,4698,4698,1
64992,13093,693,1.5,37485,11447,0
32062,22074,685,0.9,3875,3875,0
31975,50600,740,0.8,9087,4684,0
45872,16498,592,4.1,2955,2955,0
28624,8544,604,10.1,30324,16818,0
81242,19415,729,2.8,13107,12846,0
39280,8644,675,1.4,10893,9173,0
8568,8924,559,0.7,27779,1862,1
39148,3960,781,7.1,10973,3838,0
26288,28029,480,14.2,11541,4024,1
18421,9810,728,1.7,10853,10853,0
23331,15455,523,1.4,14684,3964,1
52347,5833,839,3.7,7011,7011,0
108791,18935,496,6.0,8519,2941,1
59155,7262,765,2.4,17452,3160,0
34067,11928,642,4.0,12018,7580,0
64443,26964,613,5.0,9136,9136,0
37218,25150,669,12.9,3713,3713,0
32313,13126,713,0.7,28244,490,0
24523,3247,560,23.8,6229,1203,0
17135,146422,568,2.0,19753,6426,1
38795,53997,715,5.1,11193,1303,0
53897,23817,479,3.4,4002,2255,1
46260,7313,592,2.7,23780,4970,0
38193,12199,850,4.8,11827,542,0
27793,8650,553,2.0,25204,3492,0
70611,36720,765,0.5,8711,1723,0
22242,16482,591,2.7,16201,1275,0
78090,7134,701,3.0,2882,2388,0
26867,9167,715,0.9,6973,1878,0
31211,32760,763,11.0,4060,4060,0
20332,48054,630,1.0,7613,7613,1
36285,45373,849,2.1,13770,3540,0
88008,24480,591,0.7,6482,2874,0
66795,10915,673,3.1,18119,3385,0
88173,999,675,1.5,5434,1813,0
67056,16945,538,2.7,18392,1541,0
25281,13340,621,1.0,24756,1118,0
40196,14943,666,0.2,20120,1485,0
30696,13948,607,6.0,7778,7778,0
108917,4624,850,4.1,2235,2235,0
23907,20867,566,1.7,14876,348,0
83803,22154,768,0.2,9066,2898,0
83765,23060,736,8.0,4990,1175,0
146939,28489,649,0.7,6705,5185,0
38338,21660,563,10.7,27014,4705,0
75161,9624,573,2.6,4464,4464,0
192720,12624,598,1.7,13737,4738,0
33841,14370,471,5.4,11528,3514,1
19516,14562,550,8.4,7707,1326,1
15867,29690,502,1.9,15540,4595,1
75179,22358,785,2.1,31026,12296,0
15837,70395,712,2.3,8045,8045,1
39207,78055,729,10.2,8348,3967,1
63729,14239,709,4.7,15298,4374,0
54781,621,667,1.1,18822,7711,0
63276,35935,796,0.8,9051,9051,0
56015,8671,589,1.0,7992,3173,0
105590,7036,661,1.2,2096,2096,0
27684,9713,725,1.0,5741,2344,0
32657,9346,518,4.3,4458,4458,1
30835,21803,850,0.5,15982,11773,0
80669,3837,653,2.0,8344,1538,0
84140,5641,664,3.9,8118,3064,0
64263,17580,776,1.4,9835,9835,0
99717,21990,741,0.3,5382,5382,0
24177,22320,654,0.3,29357,12486,0
133297,7118,663,0.5,24557,10547,0
122265,6108,500,7.2,30720,3616,0
76220,8908,594,4.3,15969,15969,0
142783,16186,702,0.3,9695,5559,0
18143,43844,694,2.0,30648,314,1
35787,2597,772,1.3,6145,3812,0
31534,11197,638,3.5,5378,3222,0
75576,4600,511,3.0,6496,6496,1
26106,3562,756,2.6,14271,3275,0
77226,28957,794,1.5,5805,5805,0
111560,20655,740,0.6,8877,8122,0
74393,19140,634,5.4,3225,1998,0
58119,27912,754,8.5,13860,4331,0
27100,9102,850,11.5,3422,2446,0
29492,9451,662,0.2,5154,5154,0
103753,76771,519,5.4,23203,2432,1
78246,10968,591,5.2,22612,5255,0
47886,24055,713,11.8,12862,3847,0
38149,13428,490,1.2,12004,4286,1
14538,3045,667,5.4,6825,6825,0
25783,2603,688,0.2,5762,3553,0
154330,8407,804,4.0,7680,862,0
22736,31097,781,1.7,3430,3430,0
54923,25100,736,5.9,11810,11810,0
89722,27758,434,8.0,10241,828,1
23087,6065,742,1.8,5149,2615,0
54766,48664,721,3.0,29676,7275,0
86056,6174,676,0.5,15136,7878,0
49390,15839,477,2.2,16063,4894,1
274043,13250,572,1.8,7036,4994,0
18013,11625,533,0.8,9888,2112,1
92525,38983,448,9.0,15354,567,1
44193,7600,650,0.6,11014,11014,0
77898,4538,570,4.0,30374,2055,0
63881,13575,850,8.8,8581,5761,0
31575,9702,633,9.7,6952,4260,0
56241,199168,779,6.3,15429,11020,1
16079,22953,493,0.8,4084,4084,1
70400,9629,597,6.8,18902,5643,0
58624,5739,660,1.3,3982,459,0
71912,2968,559,10.2,15475,2322,0
92491,5883,608,4.9,6287,6287,0
61119,14646,628,6.2,13816,8859,0
53576,41851,627,0.4,18679,2087,0
28893,32773,836,3.5,11019,1188,0
31974,16047,688,6.9,4274,4274,0
99912,10316,698,7.9,5283,359,0
116053,16565,704,0.1,5943,1748,0
42495,8823,711,11.2,2627,2627,0
50393,52822,642,0.2,21791,18044,1
28488,11483,618,3.8,10690,7620,0
99077,12468,667,4.7,4470,4470,0
73076,2270,766,0.5,27418,850,0
157115,11426,763,0.2,6058,2523,0
28941,26087,626,6.1,11795,3768,0
39073,5686,727,1.9,5554,2572,0
56324,7328,631,0.5,2410,2410,0
72250,25189,653,5.8,3808,3808,0
43071,4100,603,7.6,7230,3018,0
29034,31140,632,3.5,18561,3616,0
83187,8728,784,0.7,12614,9562,0
75560,9790,659,0.1,10918,1370,0
28289,5437,664,4.8,2424,2307,0
110555,18078,505,3.2,24078,2530,0
98925,95597,619,4.2,11575,5167,0
53134,24964,626,6.7,9103,3603,0
51419,6691,567,2.3,21866,3707,0
68353,33140,652,0.5,23700,2702,0
29231,10370,607,11.3,22208,1875,0
49912,40118,658,3.2,8325,8325,0
13475,25472,662,3.8,4903,3626,1
82940,1268,554,10.8,19776,8579,0
19208,5983,610,10.7,3806,1807,0
120819,28439,658,3.4,38680,2701,0
40212,15083,768,1.4,10093,4028,0
43174,5890,676,23.4,4710,4381,0
33636,8048,584,4.6,4178,4178,0
41241,2907,690,2.1,4047,3336,0
114820,12448,821,3.3,10919,9625,0
11018,78319,742,2.2,9853,6887,1
105470,25437,705,8.8,4167,4167,0
60043,77060,723,2.6,7712,2088,0
23761,27063,794,6.9,3799,3799,0
25715,30393,758,7.3,14951,2135,0
134032,64813,707,7.0,9526,4822,0
27797,18066,757,5.1,7594,4682,0
24538,11501,542,7.7,4017,4017,1
96992,30520,500,2.0,8022,3462,1
60062,42748,666,0.5,7403,2345,0
27924,9100,657,7.4,12362,1147,0
55825,7501,596,2.8,11125,11125,0
26491,14929,733,0.5,17231,3157,0
94892,25983,464,0.5,7050,4380,1
92672,25298,597,0.7,2691,2691,0
67454,4276,602,5.6,19806,13175,0
60900,61653,486,5.0,5140,5140,1
141028,7999,799,0.9,4560,4560,0
49012,10807,514,7.5,9603,4267,1
24122,6489,591,1.3,12229,1788,0
64195,115689,741,6.3,6825,1340,0
171378,16214,715,2.7,6788,996,0
26666,6763,539,5.3,7527,2401,0
39463,26666,718,1.9,26678,749,0
62936,24719,679,1.7,9879,9879,0
47461,11497,850,7.4,5026,5026,0
27190,26173,690,0.1,5062,3919,0
96097,6903,636,14.7,8303,8303,0
197210,9006,564,4.2,11690,1874,0
55143,2675,576,2.3,13888,2350,0
28497,4632,567,4.0,10796,862,0
19353,56733,787,0.5,5490,5490,1
57227,49669,652,2.9,7356,2370,0
95066,14082,707,16.8,16543,4985,0
65193,50531,801,1.1,4437,4437,0
48950,11754,414,5.1,7144,7144,1
34422,10996,778,2.3,15036,4788,0
25456,13978,656,4.2,18264,6945,0
80890,12089,694,0.9,8647,2179,0
84818,11247,567,2.5,7422,7422,0
19391,33347,574,15.7,3923,3923,1
127249,15065,699,0.9,14299,5283,0
69178,23623,850,4.0,24913,3408,0
113523,30488,750,3.4,59612,14463,0
21911,18225,777,3.3,12972,5882,0
21601,6147,631,3.8,9551,9551,0
44829,4527,590,2.8,5199,5199,0
66282,15048,572,0.1,2657,2657,0
144036,11649,601,9.2,11202,11202,0
74880,14327,445,7.0,51289,6706,1
42378,13189,578,0.8,24090,2070,0
26481,105541,594,2.1,21625,2018,1
102539,4609,632,5.9,11754,5619,0
27479,2719,663,15.7,12729,11122,0
130233,17429,686,12.1,1814,1814,0
41331,9886,649,9.2,16878,993,0
127306,17203,592,0.7,6598,5030,0
73671,21314,454,9.8,6056,6056,1
45153,37320,592,8.4,7893,6413,1
35895,4001,553,1.9,7709,7709,1
39953,8558,697,2.0,5989,5989,0
63385,18826,741,2.5,9994,2024,0
51344,24745,744,4.3,6696,1972,0
34328,77247,726,1.2,10617,6511,1
44383,28697,637,0.1,3495,3495,0
51387,12766,598,0.6,8520,5592,0
13667,6553,575,2.3,4594,1188,0
64531,8506,499,1.3,6317,1915,0
27233,8315,749,5.8,10942,9158,0
24539,22566,633,0.5,3220,3220,1
17811,16409,525,10.0,5565,5465,1
16708,4634,567,9.0,14739,12821,0
21736,9426,563,9.6,3680,1666,0
32035,26958,654,5.4,34355,3385,0
158254,17700,757,0.5,22996,3070,0
35756,21055,615,2.3,7001,6767,1
54538,18148,425,0.6,5704,5704,1
62336,49077,631,17.6,11400,1297,0
53031,16136,634,1.6,3593,3593,0
46795,9810,628,3.5,2437,2437,0
23928,6421,587,6.0,7176,926,0
117073,16313,672,10.1,9011,4638,0
144975,1896,657,5.6,10573,1645,0
17862,11528,648,4.5,6436,2759,0
26518,11331,691,2.5,24143,516,0
41445,4485,607,3.7,3475,3475,0
27482,6357,601,0.4,4461,3568,0
66408,25533,788,8.6,13914,2377,0
31667,16068,706,3.1,4389,4389,0
179698,14493,733,0.2,4272,1924,0
100140,17070,773,10.1,10790,1766,0
55689,14387,703,2.7,4734,4734,0
90780,36109,743,8.1,9017,9017,0
95181,14746,492,7.8,6064,2885,1
34949,4161,670,6.8,5414,5414,0
30040,49222,632,0.3,2272,2272,1
51374,17967,818,1.1,10913,1377,0
82206,8338,743,8.3,4134,2132,0
53286,4901,587,9.2,8798,8798,0
19031,18338,687,2.5,6916,1361,0
30282,12164,667,2.3,8565,8565,0
46893,47067,695,0.8,8913,2939,0
46845,10130,548,13.8,11334,11334,1
160095,6837,686,1.0,5947,3733,0
21341,27355,627,0.8,23621,10096,1
66393,28007,678,4.3,2716,2716,0
119787,15289,578,1.1,8445,8445,0
191543,22950,591,11.2,17772,2905,0
38460,12963,767,0.0,13818,2272,0
65832,16108,545,0.0,5002,4568,1
69000,33928,552,2.8,5621,1525,0
55121,22032,645,2.7,4891,4891,0
46198,11668,573,0.7,15055,2348,0
63677,39415,561,2.7,5896,5896,1
10728,2014,661,2.1,11832,2942,0
73809,68986,499,8.8,11909,1025,1
52876,3413,549,0.0,51942,17341,0
42895,8090,850,15.0,12324,5797,0
167396,12929,696,3.9,5609,5045,0
32697,11882,575,0.7,3561,3561,1
38490,29886,692,0.2,8159,8159,0
161932,5731,707,3.1,9106,2476,0
29755,16459,749,1.1,2106,2106,0
35240,8412,637,1.4,6005,1805,0
44882,16918,748,1.1,12187,1316,0
81181,12685,446,4.2,6818,6818,1
55530,14391,544,3.2,19497,6995,0
22571,8605,666,0.3,3325,3325,0
35621,8883,683,3.0,15896,15575,0
34050,16811,559,6.3,18765,9868,1
46801,28424,676,0.3,19333,10691,0
63291,8278,588,8.8,3307,757,0
63002,6667,622,3.5,12335,3728,0
16889,21824,752,12.0,6197,6197,0
92815,13017,741,0.6,3699,1717,0
57042,25962,550,20.2,7408,5337,1
112501,6473,544,4.1,5253,5253,1
63992,3218,609,3.4,18855,7321,0
94920,8722,647,2.9,14174,6849,0
64856,7237,584,0.1,4417,4417,0
109945,12544,754,11.2,5961,5783,0
67060,8027,685,4.1,7582,1317,0
46224,24169,691,0.4,9408,7756,0
191657,10609,523,0.1,20020,6350,0
83569,15069,767,0.2,16051,1333,0
69165,15155,368,3.8,10260,10260,1
22793,15615,733,3.8,8247,7946,0
22630,13104,743,2.8,2860,1419,0
58433,20100,607,1.5,24450,2355,0
53493,7069,777,3.0,7238,2958,0
33912,40927,644,2.9,29389,2956,0
53348,11056,656,0.1,11353,6398,0
127157,4679,684,1.3,40852,2041,0
74402,15529,850,0.2,15130,13566,0
24721,6762,784,9.2,3632,3632,0
45848,22749,720,5.2,6438,6438,0
30243,78252,559,22.2,8792,5114,1
38847,7121,664,1.4,5369,5369,0
38247,17429,569,8.4,7601,3834,0
36806,3280,732,3.7,3801,2561,0
23085,19209,664,2.4,9937,9937,0
45406,6578,538,1.0,11686,6541,0
35019,8104,658,5.4,4901,2655,0
8453,5536,565,9.4,38491,3375,0
168011,23998,665,1.1,10347,2533,0
94208,29907,564,0.8,5587,5587,1
39113,13612,653,4.8,3163,3163,0
49577,6691,725,15.1,10321,5665,0
24270,47649,645,5.5,8247,8247,1
135596,7330,611,1.3,17122,1646,0
153028,2369,670,2.2,8952,8952,0
53853,19278,720,1.9,4292,2844,0
90592,5520,539,7.6,31873,25515,0
54457,29463,676,5.9,13426,3709,0
21982,9849,782,3.6,8284,8284,0
38289,21655,707,1.3,11106,520,0
53059,40995,656,11.1,13792,1707,0
37320,5079,714,4.2,3640,3640,0
42994,8495,695,14.1,11052,790,0
46405,12575,725,3.5,7222,7222,0
46699,45709,448,6.9,14117,6514,1
50582,7890,495,6.7,5895,2015,1
25942,8303,750,1.6,6482,4845,0
31882,19585,499,13.3,31698,10156,1
22680,8419,690,0.1,23427,740,0
88141,15094,615,5.9,985,985,0
13858,3861,550,13.5,22242,3635,0
97944,78548,685,1.7,9400,5021,0
112624,4545,670,4.2,6029,4662,0
40892,10328,850,3.3,4890,4890,0
10282,13017,588,5.7,5093,5093,1
39467,61707,794,8.0,6149,6149,0
47169,4629,685,3.7,4496,1407,0
26733,65314,584,6.8,3834,3834,1
35985,24483,730,1.5,4778,3728,0
122776,18651,707,1.0,12411,12411,0
73054,6077,654,2.3,10250,5750,0
28149,21098,677,4.5,14605,2691,0
18797,7489,590,0.8,9448,9448,1
40287,36803,567,4.6,3965,3965,1
43128,6144,726,2.0,13990,2346,0
66020,12203,628,6.4,4899,3592,0
35554,8568,642,0.2,15563,3647,0
66629,6063,678,4.4,4376,4376,0
